split,strategy,sigma,fold,sample_idx,y_true,y_pred,uncertainty,noise_scale,injected_noise,dataset,model,rep,_task_model,_task_dataset,_task_rep,_task_strategy,_source
test,legacy,0.0,3,97,0.7326107141342962,-0.8668257257124965,0.3635876390627083,-0.32247405512734734,-2.0346383774470924,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,98,1.8863462166322318,1.1884317718536295,0.7317238105951223,-0.8155054006943658,-0.4442482448776364,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,99,-1.854736495996761,0.37760697908963814,-0.8897317769297926,0.49412211071510664,-1.4357599620949129,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,100,-2.062381711636913,-2.5675211842309755,-0.4274882122746442,-0.8923472805641248,0.6990222594062118,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,101,-1.3098161252961544,0.2522740218560973,0.43064503686847055,-2.073452004835902,1.815474375811302,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,102,0.18961943523199087,-1.954236512076665,-0.8178715641672849,1.3544409736626173,1.8700575850772256,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,103,0.8076245529966474,-0.04952942659190442,-0.07494433441340229,-2.033425756394731,1.56824044545518,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,104,-0.3607680639335991,1.0430091018097407,-0.5112069051829558,-1.1811806309625932,-0.23671658949980337,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,105,0.2963215241887672,1.350443464404168,-0.7872713294409174,0.00997845288895508,0.835561211969862,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,106,1.3451715371980415,1.6950858445446157,-1.154856104186381,-1.9858862412947087,-0.3547802416875406,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,107,-0.4259562642507635,-1.2383147409465163,-0.11568493041786862,0.5408596128042483,0.505213966690936,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,108,-0.8294281724703775,0.5863439896437633,0.7318126416215638,-0.7060502749837201,0.04723142974702597,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,109,-0.5825678163325275,0.949112652130138,-0.7540554700798322,-0.8378970126187391,0.016353854025119755,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,110,-0.2736209658908149,-1.5926487618146676,-0.5970942839578528,0.06066600268985794,2.0236186897389614,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,111,-1.2894964245875646,-0.41491030360891307,1.270497747263743,-0.3053580256801828,-1.0872345166972,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,112,0.33985854405520083,0.6083652071527664,-1.0570941431689385,-0.8092914980097884,-1.0014686476688064,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,113,0.6505355477194084,1.362907866874349,1.905551776502622,-1.4478310871853637,-0.01912376207759873,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,114,-0.4377368644952434,-0.8114230294940787,-0.619041354191103,-1.5217278786399764,-1.4326326892989796,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,115,2.041931854105153,1.5772266881195918,-0.8758119187083004,-0.5652630388809672,1.523058273516784,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,116,0.3911481878523989,-2.239607086777615,0.23432148640917697,-0.49898128451357476,1.6218609795436567,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,117,-1.2498952259678675,1.5599302862017985,-0.31828907460544886,-0.16875290252428768,-0.1680788564375993,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,118,-0.6204645188360748,0.21537164434379213,-0.01693399868337242,2.079742486440092,-0.8486891122727344,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,119,-1.1669685514003414,0.5672748289562447,0.23739216712446212,0.1935144346227646,0.5402615657275693,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,120,-1.5595067681244783,-0.7257559142186437,0.9782970271993446,0.2246682195777315,0.8355345187631116,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,121,-2.02120192399737,-0.203520053092255,-0.5083171142853693,-0.37749096945015803,-0.016868536365190784,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,122,-0.5183389430488227,-0.41602137710206644,1.0478047360647484,-1.028294487315043,-0.1653640494399904,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,123,1.1509305024562948,-0.31155341445352686,0.9638371928403836,0.22831930692724534,2.4712671352124946,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,124,0.05823730867048912,-0.1239030074667231,2.1189982536928538,1.7824901225420073,0.3006853207739867,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,125,0.07644432699209523,-0.10251469034636641,-0.2571801197173096,0.24974327734698343,0.4069634662689914,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,126,-0.707311715014737,2.085637178146115,-0.11337514908564954,0.40777116986260986,1.5195047451753032,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,127,-0.4093164873034567,-1.6244923511766263,1.2406098766653406,-0.10817426400073549,0.6808582666341348,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,128,1.3319964602281658,-0.20487890683614904,-0.5793941071113499,-0.1320653151077568,0.9235940316168315,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,129,-1.0923166938972402,-1.3247714413031326,1.1727678688354666,1.842799969582366,1.1575417886965944,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,130,-0.40611223568084515,0.16384287898421174,-1.6934723223627137,1.1600431329161447,0.5474473349745,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,131,0.8189039594529924,3.6034340213706733,0.5329780528855084,-0.8449947842649785,-0.664764441865444,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,132,0.20927276876007783,1.226165382960135,-0.9433486289549415,-1.594925172146271,1.5726799094435264,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,133,0.4050512991455209,0.4754485752806096,-0.7814703012358352,0.11392696527569993,0.3391276582909888,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,134,0.1799428297484525,0.5874453269131749,-1.3708572150045948,-0.13748485112304976,0.6659228637403949,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,135,0.9849122632609659,0.5278442471442806,1.2259952326357042,-1.6798514021359008,0.4445118725819292,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,136,1.5873161689305255,0.8754568157671069,0.670281620121919,0.17313062200368304,-0.05716782225926077,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,137,1.2890492525600354,1.0885364999107159,-0.28370942800229704,1.3446625220441946,1.0899013800993376,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,138,0.8624056223308748,-0.638913222543953,-0.35152603131038684,-0.7950312323753844,0.43418279894445005,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,139,-0.10390251513945625,0.06986082003816728,-0.9023960668321759,-0.30477917499362267,-1.314264108173127,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,140,-1.0042787761943248,0.62410415358568,-0.12967687207678089,-0.4594843363909729,-1.2759101204297743,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,141,0.5737786770834081,0.09565596945428469,1.0209176755693623,0.17252645441900544,-0.002121151632231438,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,142,-0.27428671293703827,1.4702226461378785,1.3864406858944034,0.23000319689997212,-1.748389022147362,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,143,0.4836597216873096,-0.65430941129165,-0.5832479265895395,0.42484082357172714,-0.20653472034142398,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,144,0.12556751296357088,-0.6055096699632462,1.1918248859509684,-1.6147041756780265,-0.221022929067715,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,145,0.9002929012072286,-0.7412471705420265,0.8074844733741808,0.22184585336689266,0.46074349942343984,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,146,0.638840748529856,-0.17680764054006098,-1.4720714087379998,-0.10535815064004679,1.8519554173675492,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,147,1.3868592741360763,-1.3332152555710735,0.1707036216499938,0.41472358849047414,-0.5866069161541,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,148,0.564759953729106,0.07243358336262433,-0.3865567209675265,-1.57192215924455,0.3041808541181867,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,149,0.6538421831687962,-0.4382909430697683,-0.40619517541559047,1.397832424718397,-0.4953993262698203,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,150,0.12600907723810376,1.97592467169871,-2.1049150211138175,0.3112764121237067,1.2004292282090845,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,151,-0.34048268557700356,0.8467615103847522,-0.005325534938451497,0.16577471556174037,-0.29109337579484873,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,152,-0.3307884625067859,1.3397796247292622,0.405066255819696,0.3439725491256565,-0.11738562535269911,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,153,-0.508796122638232,-0.2307114717804827,-0.07595579062435448,2.075987855538503,0.6611449482733902,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,154,0.7849539152587325,0.5186275064218564,-0.04604988451125667,-0.9514915067490217,-0.19323646667914193,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,155,-0.14953238820527046,-0.3141048821006995,0.048097130272432204,2.080439898683347,-0.146856817029844,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,156,1.5979420029985911,-2.7160561798356193,-0.9345025360334979,-1.2744302146136723,-0.30207677382323384,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,157,0.526687939161227,-0.11484809423524149,-0.3825832621285027,-0.4413635946309665,-1.5636772750670263,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,158,-1.5365084051869338,-1.3905799240669277,-1.9281796989446174,0.5668498297603123,0.39450736196396957,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,159,-0.24478431592914468,1.3378848573331683,0.7954426644143245,0.4731872821234939,0.2006678488047197,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,160,-0.05451392364535812,0.5811824466509479,1.4748567303000462,-0.11726473542617953,0.5082647931291779,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,161,1.2062113279577702,1.639751338420223,-0.22129582203868048,2.394925847650265,0.7722893576771193,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,162,-0.6840223322387976,1.323395871321618,0.6133789376858403,-0.8468192733825463,-0.07781849748280167,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,163,-0.022605256756146535,-0.12564430665813373,1.479176152817842,0.5333169185685727,-0.8710667182858697,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,164,-1.798231235038427,-0.6142905087266771,0.11505446180984744,-0.4576334867105,-0.9989017757592117,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,165,1.0801974081611831,0.21249607714979682,-0.2166423901527667,-0.6034105192592757,-0.6973809923077435,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,166,-1.845994364488912,-0.6285213458053115,0.07428963406143868,-1.7719748058262814,1.9880204913772646,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,167,0.9730237298803578,-0.19520855812774604,-1.04047016750059,0.25239345972492844,-0.45897419265456607,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,168,0.9029570786894796,-1.1447175206803701,-0.5352917897272792,-1.129770025573383,-0.2542385020871428,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,169,1.5805275972926298,0.9135757833082095,0.040143045857835506,-0.6880717859390076,-0.7111413705460669,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,170,-0.5162564988717243,-0.5093800045452902,0.7128476696889877,-0.8497321234623331,0.34965653741798114,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,171,0.3219956428716628,1.0359732406912985,0.9135431351632484,0.790464605823252,-0.23853505513849477,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,172,0.09068756789317078,2.1763812193642034,0.2340159591326973,0.42299842337651355,-1.1518787906094123,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,173,0.18136014919087692,-0.6177175447332568,-0.030891914922838624,-0.5021758228105783,0.18951215788403605,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,174,0.1945427254425094,0.24610611470748409,-2.479303694416722,2.0186685896854604,-0.8547764277242158,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,175,-1.0957577881874494,0.40235525027851005,-0.6252438461444663,2.434390305280104,1.4793198701694237,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,176,-1.376396035697833,-0.40130879505779143,0.05745888128511342,0.4834621880343337,-2.198706106893754,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,177,0.12184051912325486,-0.591184814364914,0.5946401855211493,0.9834894321426549,1.4346395979801156,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,178,-1.0963664049594852,0.06356261035546651,-1.398327648405617,-0.09745127116534633,-0.5772387542085552,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,179,-1.6669655085067279,-0.29347869433207724,-1.384760891137668,-0.7532926005487465,0.3056913716113765,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,180,-0.20554961424746349,-0.7737136836944039,0.4358361299874393,0.2922665121884745,0.3549464722375872,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,181,-1.7441622786572177,1.7517479130515976,1.274205591878592,-0.6504134045703323,0.8517369283837015,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,182,0.1542654703363331,-0.7899623650161952,-1.428136961819592,1.4960022193757867,-0.8556256489189451,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,183,-0.9971016083120899,0.2043948108132302,0.5020608809460348,0.8038908859923067,-2.6557870178011633,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,184,0.3299007653558309,0.32216709233457735,1.0522053566646632,1.0950406497787302,1.0551753151341448,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,185,-0.08941590986873603,-0.1532508175595095,0.6645057560682488,0.498965827166799,-1.0256253144349183,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,186,-1.0259933210722805,-2.857895794207393,-0.6957366160694285,0.8006176720991339,-0.9698031348086176,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,187,0.3974615184862689,-0.8860991011335152,1.3500305965499904,1.9705153170461236,-0.2745319310253585,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,188,0.2498615341269918,0.28222846966254783,-2.5650520472112923,-0.6325467782666326,-0.7864088253660991,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,189,0.1277644640310814,-0.8695208494903882,-1.3264292453691835,-0.12246660098095716,-0.6350559718232708,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,190,0.3236948241845373,-1.2404924046613788,0.18576085489157682,-0.28063242423180573,1.13082510398332,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,191,-1.1774139151109648,-0.4672565865656108,0.40662403836185923,-0.2566985996099909,0.12365790194040889,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,192,-0.39582791074687923,-1.7923739903684002,-0.45072370117166405,1.1745090402544538,0.3223838376057646,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,193,-2.009133606592152,1.8948803659963722,-0.9089645059163658,-1.2192657611444127,1.7740303429056363,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
